folio,upm,estrato,hs04_0060,hs04_0061,hs04_0061_cod,hs04_0062,hs04_0062_cod,hs04_0063,hs04_0064,hs04_0064_cod,hs04_0065,hs04_0065_cod,hs04_0066,hs04_0067,hs04_0067_cod,hs04_0068,hs04_0069,hs04_0070,hs04_0070_cod,hs04_0071,hs04_0072,hs04_0073,hs04_0074,hs04_0075,hs04_0076,hs04_0076_cod,hs04_0077,hs04_0078,hs04_0079,hs04_0080_1_cod,hs04_0080_2_cod,hs04_0080_3_cod,hs04_0080_4_cod,hs04_0080_5_cod,hs04_0080_6_cod,hs04_0080_X_cod,hs04_0081_01,hs04_0081_02,hs04_0081_03,hs04_0081_04,hs04_0081_05,hs04_0081_06,hs04_0081_07,hs04_0081_08,hs04_0081_09,hs04_0081_10,hs04_0081_11,hs04_0081_12,hs04_0081_13,hs04_0081_14,hs04_0081_15,hs04_0081_16,hs04_0081_17,hs04_0081_X_cod,hs04_0082,hs04_0083,hs04_0083_cod,hs04_0084,hs04_0085_01,hs04_0085_02,hs04_0085_03,hs04_0085_04,hs04_0086,hs04_0087,hs05_0088,hs05_0089,ponderadorhviv,area,region,departamento,qriqueza,cviv
514-001376-A-0191,514-001376-A,514,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,1. SI,1. CALAMINA O PLANCHA,,3. MACHIHEMBRE / PARQUET,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,2. COMPARTIDO CON OTROS HOGARES,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,2.0,,1.  CON GATOS,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,21:42,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6545261475382101,1. Urbana,1. Altiplano,5. Potosí,4. CUARTO QUINTIL,1. CALIDAD ALTA
514-001376-A-0171,514-001376-A,514,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,5.0,3.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,15:15,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6545261475382101,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
514-001376-A-0111,514-001376-A,514,3. DEPARTAMENTO,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,2. UNAS POCAS HORAS DIARIAS,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,2.0,1. CON PERROS,,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,09:47,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6545261475382101,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
514-001376-A-0141,514-001376-A,514,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,3. ALGUNOS DÍAS A LA SEMANA,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,10.0,3.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,22:35,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6545261475382101,1. Urbana,1. Altiplano,5. Potosí,5. QUINTIL SUPERIOR,1. CALIDAD ALTA
543-004060-A-0101,543-004060-A,523,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,10.0,1. SI,1. HIERVE,,3. ALGUNOS DÍAS A LA SEMANA,2. NO,,,,1. LEÑA,,2. NO,1.0,0.0,,1.  CON GATOS,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,10:39,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.3831362994623455,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
543-004060-A-0171,543-004060-A,523,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,6.0,1. SI,1. HIERVE,,4. MENOS FRECUENTEMENTE,2. NO,,,,3. GAS LICUADO (GARRAFA),,1. SI,4.0,3.0,1. CON PERROS,1.  CON GATOS,,1.  CON GALLINAS,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,1. SI,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,1. SI,01:15,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.3831362994623455,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
543-004060-A-0121,543-004060-A,523,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,3. ALGUNOS DÍAS A LA SEMANA,2. NO,,,,1. LEÑA,,2. NO,2.0,1.0,1. CON PERROS,1.  CON GATOS,,1.  CON GALLINAS,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,10:44,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.3831362994623455,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
543-004060-A-0141,543-004060-A,523,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,4. MENOS FRECUENTEMENTE,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,1. LEÑA,,2. NO,1.0,0.0,,,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,1. SI,21:43,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.3831362994623455,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
553-005692-D-0211,553-005692-D,523,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,4. MENOS FRECUENTEMENTE,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,3.0,1.0,1. CON PERROS,1.  CON GATOS,,1.  CON GALLINAS,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,09:47,1. SAL EN BOLSAS CON SELLO,999. SIN ESPECIFICAR,0.677178114791846,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
553-005692-D-0221,553-005692-D,523,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,4. MENOS FRECUENTEMENTE,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,1. LEÑA,,1. SI,1.0,1.0,1. CON PERROS,1.  CON GATOS,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,23:15,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.677178114791846,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
553-005692-D-0191,553-005692-D,523,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,4. MENOS FRECUENTEMENTE,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,2. NO,2.0,0.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,06:14,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.677178114791846,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
553-005692-D-0171,553-005692-D,523,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,9. MANANTIAL O VERTIENTE PROTEGIDA,,30.0,1. SI,1. HIERVE,,1. TODO EL TIEMPO,2. NO,,,,3. GAS LICUADO (GARRAFA),,2. NO,1.0,1.0,,,,1.  CON GALLINAS,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,05:17,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.677178114791846,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
533-001782-A-0061,533-001782-A,513,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,4. MENOS FRECUENTEMENTE,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,1.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,21:01,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.5000989468831344,1. Urbana,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,1. CALIDAD ALTA
533-001782-A-0051,533-001782-A,513,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,4. MENOS FRECUENTEMENTE,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,2.0,1.0,,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,21:25,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.5000989468831344,1. Urbana,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
533-001782-A-0091,533-001782-A,513,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,4. MENOS FRECUENTEMENTE,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,3.0,1. CON PERROS,1.  CON GATOS,,1.  CON GALLINAS,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,20:52,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.5000989468831344,1. Urbana,1. Altiplano,5. Potosí,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
533-001782-A-0081,533-001782-A,513,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,4. MENOS FRECUENTEMENTE,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,1. A LA RED  DE  ALCANTARILLADO,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,4.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,1. SI,01:41,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.5000989468831344,1. Urbana,1. Altiplano,5. Potosí,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
551-006724-D-0061,551-006724-D,521,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,3. ALGUNOS DÍAS A LA SEMANA,2. NO,,,,1. LEÑA,,2. NO,3.0,0.0,1. CON PERROS,1.  CON GATOS,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,08:37,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.7060390419299243,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
551-006724-D-0041,551-006724-D,521,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,3. ALGUNOS DÍAS A LA SEMANA,2. NO,,,,1. LEÑA,,2. NO,3.0,0.0,1. CON PERROS,1.  CON GATOS,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,08:56,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.7060390419299243,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
551-006724-D-0021,551-006724-D,521,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,2. NO,3. PILETA PÚBLICA,,10.0,2. NO LA TRATA,,,3. ALGUNOS DÍAS A LA SEMANA,2. NO,,,,1. LEÑA,,2. NO,2.0,0.0,1. CON PERROS,1.  CON GATOS,,1.  CON GALLINAS,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,09:03,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.7060390419299243,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
551-006724-D-0081,551-006724-D,521,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,2. NO,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,3. ALGUNOS DÍAS A LA SEMANA,2. NO,,,,1. LEÑA,,2. NO,4.0,0.0,,,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,09:12,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.7060390419299243,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
552-007095-D-0191,552-007095-D,522,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,3. ALGUNOS DÍAS A LA SEMANA,2. NO,,,,1. LEÑA,,2. NO,2.0,0.0,1. CON PERROS,,,1.  CON GALLINAS,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,1. SI,18:59,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.671597536314141,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
552-007095-D-0171,552-007095-D,522,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,3. ALGUNOS DÍAS A LA SEMANA,2. NO,,,,1. LEÑA,,2. NO,3.0,1.0,1. CON PERROS,,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,19:04,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.671597536314141,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
552-007095-D-0101,552-007095-D,522,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,3. ALGUNOS DÍAS A LA SEMANA,2. NO,,,,1. LEÑA,,2. NO,2.0,0.0,1. CON PERROS,1.  CON GATOS,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,1. SI,19:15,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.671597536314141,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
552-007095-D-0111,552-007095-D,522,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,1. CALAMINA O PLANCHA,,1. TIERRA,,1. SI,9. MANANTIAL O VERTIENTE PROTEGIDA,,15.0,1. SI,1. HIERVE,,4. MENOS FRECUENTEMENTE,2. NO,,,,1. LEÑA,,2. NO,2.0,0.0,1. CON PERROS,,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,1. SI,21:12,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.671597536314141,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
551-006138-D-0081,551-006138-D,521,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,1. SI,4. COSECHA DE AGUA DE LLUVIA,,5.0,2. NO LA TRATA,,,1. TODO EL TIEMPO,2. NO,,,,1. LEÑA,,2. NO,3.0,0.0,1. CON PERROS,,,,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,15:48,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.590583417444119,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,-1. CALIDAD BAJA
551-006138-D-0071,551-006138-D,521,1. CASA,2. PROPIA TOTALMENTE PAGADA,,2. ADOBE/ TAPIAL,,2. NO,4. PAJA/ CAÑA/ PALMA/ BARRO,,1. TIERRA,,1. SI,4. COSECHA DE AGUA DE LLUVIA,,5.0,2. NO LA TRATA,,,1. TODO EL TIEMPO,2. NO,,,,1. LEÑA,,2. NO,3.0,1.0,1. CON PERROS,,,1.  CON GALLINAS,1.  CON OTROS ANIMALES,,W. GRANJA CERCA A LA CASA,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,2. NO,,,,,2. NO,16:08,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.590583417444119,2. Rural,1. Altiplano,5. Potosí,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
